,s,E,Gammaod
0,3.6590164610367126e-05,1.4999672883311195,2.4494081957867477
1,7.318032922073425e-05,1.499934578900849,2.4493266515263077
2,0.00017311581506966367,1.4998452536533042,2.4491039505343513
3,0.00027305130091859306,1.4997559432455678,2.448881267959183
4,0.00037298678676752245,1.4996666489119632,2.448658605127465
5,0.00047292227261645184,1.499577371061605,2.4484359624808194
6,0.0006787319256761191,1.4993935625040642,2.4479775108261177
7,0.0010897619983555238,1.4990266831950663,2.4470621789439937
8,0.0017455560685173492,1.4984419145994352,2.4456024910993257
9,0.002401350138679175,1.497857862677682,2.4441436813439976
10,0.0030571442088410004,1.4972745266509164,2.442685749497956
11,0.003712938279002826,1.4966919056707575,2.4412286953288107
12,0.004368732349164651,1.496109998866392,2.439772518585961
13,0.005252903109070002,1.4953265752934233,2.437810624785135
14,0.0061370738689753524,1.4945444463438209,2.435850324823907
15,0.007021244628880703,1.493763609796108,2.4338916180619083
16,0.007905415388786053,1.4929840634322264,2.431934503853147
17,0.009452811024992899,1.4916228702671759,2.4285131702110436
18,0.011000206661199743,1.4902656106230796,2.4250967088471964
19,0.01354371695290766,1.4880431503509086,2.4194915245481017
20,0.016087227244615577,1.4858312364147692,2.4138994788682777
21,0.018630737536323494,1.4836298184140078,2.408320555582067
22,0.02117424782803141,1.4814388462219392,2.4027547381901213
23,0.023717758119739328,1.4792582699674621,2.3972020099421645
24,0.026261268411447245,1.4770880400141593,2.3916623538621593
25,0.028804778703155162,1.4749281069565234,2.386135752756886
26,0.03134828899486308,1.4727784216247854,2.3806221892143755
27,0.03616255677182035,1.4687374532163708,2.370221937641284
28,0.040976824548777616,1.4647326933145173,2.3598682089609664
29,0.04579109232573488,1.4607638154532259,2.349560878877358
30,0.05060536010269215,1.4568304961461507,2.3392998205462674
31,0.055419627879649415,1.4529324148531946,2.329084904679568
32,0.06023389565660668,1.4490692539493493,2.3189159996358613
33,0.06504816343356394,1.4452406986959008,2.308792971506742
34,0.0698624312105212,1.4414464372124216,2.2987156842030734
35,0.07467669898747846,1.43768616044872,2.2886839995406967
36,0.08193509924601212,1.4320804154179163,2.273645273923428
37,0.08698272695666795,1.428226655560376,2.263247724317861
38,0.09203035466732377,1.4244090715460165,2.252899747904811
39,0.0970779823779796,1.4206273216995002,2.2426011755656945
40,0.10212561008863542,1.4168810675845467,2.23235183616833
41,0.10717323779929125,1.4131699739741643,2.2221515566452594
42,0.11222086550994707,1.4094937088148027,2.212000162095335
43,0.1172684932206029,1.405851943191514,2.201897475880365
44,0.12231612093125872,1.4022443512970442,2.1918433197056313
45,0.12736374864191455,1.3986706104026776,2.181837513692644
46,0.1324113763525704,1.39513040082835,2.1718798764538256
47,0.14242036116660495,1.3882084141946167,2.1522765271756654
48,0.1524293459806395,1.3814145937096594,2.132860413086947
49,0.16243833079467407,1.3747465503546523,2.113630074551321
50,0.17244731560870863,1.3682019395466778,2.094584035084088
51,0.1824563004227432,1.3617784602906247,2.075720803236723
52,0.19246528523677775,1.3554738543522622,2.057038874380637
53,0.2024742700508123,1.3492859054492843,2.038536732404099
54,0.21248325486484687,1.343212438459647,2.020212851314771
55,0.22249223967888143,1.3372513186477595,2.0020656967441877
56,0.232501224492916,1.331400450908297,1.984093727362423
57,0.24251020930695055,1.3256577790265183,1.9662953962137413
58,0.2525191941209851,1.3200212849540378,1.9486691519784318
59,0.2625281789350197,1.3144889880995752,1.9312134401621754
60,0.27253716374905423,1.3090589446343948,1.9139267042152317
61,0.2825461485630888,1.3037292468120216,1.8968073865858583
62,0.29255513337712336,1.2984980223016933,1.8798539297124932
63,0.3025641181911579,1.2933634335350594,1.8630647769579787
64,0.3125731030051925,1.2883236770657513,1.8464383734883139
65,0.32258208781922704,1.283376982941501,1.8299731670985366
66,0.3325910726332616,1.2785216140884645,1.8136676089886141
67,0.34260005744729616,1.2737558657074128,1.7975201544920838
68,0.3526090422613307,1.2690780646815927,1.7815292637584634
69,0.3626180270753653,1.2644865689954448,1.7656934023972046
70,0.37262701188939984,1.2599797671644775,1.750011042079214
71,0.3826359967034344,1.2555560776764607,1.7344806610938066
72,0.39264498151746896,1.251213948442371,1.719100744876474
73,0.4026539663315035,1.2469518562576531,1.7038697865011043
74,0.4126629511455381,1.2427683062735921,1.688786287137926
75,0.42267193595957264,1.2386618314785725,1.6738487564792273
76,0.4326809207736072,1.2346309921888405,1.6590557131358226
77,0.44268990558764176,1.2306743755485827,1.6444056850058275
78,0.4526988904016763,1.22679059503916,1.6298972096166537
79,0.4627078752157109,1.2229782899973582,1.6155288344412013
80,0.47271686002974544,1.2192361251423733,1.601299117190315
81,0.48272584484378,1.2155627901117296,1.5872066260794047
82,0.49273482965781457,1.2119569990052554,1.5732499400768858
83,0.5078584436517067,1.2066339754613884,1.5524158387075604
84,0.5229820576455989,1.201458036710228,1.5318837659764373
85,0.5381056716394911,1.1964250506147405,1.5116489658663401
86,0.5532292856333832,1.1915310012613505,1.4917067433274944
87,0.5683528996272754,1.1867719857702772,1.4720524652798077
88,0.5834765136211676,1.182144211176698,1.4526815615148205
89,0.5986001276150598,1.1776439913947157,1.4335895254200215
90,0.6137237416089519,1.1732677442691348,1.4147719145333129
91,0.6288473556028441,1.1690119887113022,1.3962243509476
92,0.6439709695967363,1.1648733419116317,1.3779425215953227
93,0.6590945835906284,1.16084851662549,1.3599221784236237
94,0.6742181975845206,1.1569343185320542,1.3421591384631286
95,0.6893418115784128,1.1531276436657498,1.3246492837938901
96,0.704465425572305,1.149425475918122,1.3073885614180707
