,s,E,Gammaod
0,3.37891589066734e-05,1.4999697922764073,2.4494144380922305
1,6.75783178133468e-05,1.4999395864618765,2.4493391357344128
2,0.0001598116009780477,1.4998571440114759,2.4491335967053205
3,0.0002520448841427486,1.4997747142020967,2.448928073363631
4,0.0003442781673074495,1.4996922980851615,2.448722566839471
5,0.00043651145047215046,1.4996098960094477,2.448517077509056
6,0.0006251259991147427,1.4994414302042742,2.448096911486925
7,0.0009905439928006763,1.4991152169284594,2.4472830970894015
8,0.001699848206294817,1.4984826478358886,2.4457041996745987
9,0.002409152419788958,1.4978509172013832,2.444126329512196
10,0.0031184566332830986,1.4972200240393807,2.4425494863666937
11,0.0038277608467772394,1.4965899672764604,2.4409736699414735
12,0.00453706506027138,1.4959607458109307,2.439398879918483
13,0.005377780922076279,1.4952160299079806,2.43753365988745
14,0.006218496783881177,1.4944724842455412,2.435669880794277
15,0.007059212645686076,1.4937301068814248,2.4338075420892955
16,0.007899928507490975,1.4929888959057875,2.4319466432173327
17,0.00921401230695193,1.4918326755301892,2.429040841663532
18,0.010528096106412884,1.4906792932022144,2.4261385542892993
19,0.01255807608202329,1.4889031249494544,2.421662039918319
20,0.014588056057633697,1.4871336868305778,2.4171938983789834
21,0.016618036033244105,1.4853709531713863,2.4127341214786715
22,0.01864801600885451,1.4836148984036708,2.4082827009141483
23,0.020677995984464917,1.4818654970602925,2.40383962828056
24,0.022707975960075323,1.480122723770141,2.3994048950797837
25,0.02473795593568573,1.4783865532577365,2.3949784927225766
26,0.028077582715936297,1.4755445879355207,2.3877144890863042
27,0.031417209496186864,1.4727203135655942,2.3804729703825114
28,0.03475683627643743,1.4699136193209408,2.3732538967656827
29,0.038096463056688,1.4671243950795858,2.366057227752772
30,0.04394417277642182,1.46228219168384,2.3535096480061743
31,0.04979188249615564,1.4574926342792656,2.341030409962164
32,0.05563959221588946,1.452755146965027,2.3286192831027677
33,0.06148730193562328,1.4480691602000677,2.3162760317432185
34,0.0673350116553571,1.4434341107176913,2.304000415306743
35,0.07318272137509092,1.4388494414541826,2.291792188536019
36,0.07903043109482474,1.4343146014809742,2.2796511016862957
37,0.08487814081455856,1.4298290459319976,2.267576900739114
38,0.09072585053429238,1.425392235928123,2.2555693276254534
39,0.10045618442449437,1.4181161749483322,2.235736209963198
40,0.11018651831469636,1.410971185307042,2.21608561280568
41,0.11683478208161946,1.406163509326366,2.2027636285890804
42,0.12348304584854256,1.4014151655699914,2.1895258593500517
43,0.13013130961546565,1.3967254171528583,2.176371893816405
44,0.13677957338238875,1.3920935363385643,2.16330131625171
45,0.14342783714931184,1.3875188044209152,2.1503137067492015
46,0.15007610091623494,1.3830005116099837,2.137408641498774
47,0.15672436468315804,1.3785379569186467,2.1245856930516815
48,0.16337262845008113,1.374130448049162,2.111844430586604
49,0.17467327990327816,1.3667629832329924,2.0903731638034246
50,0.18240633817971083,1.3618102249705961,2.075814513906667
51,0.1901393964561435,1.3569284314597034,2.0613640936922786
52,0.19787245473257617,1.3521165783077114,2.0470212044877742
53,0.21068106525511565,1.34429765244011,2.0234991093423496
54,0.22348967577765513,1.3366633413480906,2.000266884918086
55,0.2325551196360741,1.331369238158936,1.9839974272422418
56,0.24162056349449304,1.3261638837830219,1.9678704065529922
57,0.25068600735291197,1.3210457776222977,1.9518846702691566
58,0.2597514512113309,1.316013444325145,1.9360390636198488
59,0.2688168950697499,1.3110654333611567,1.9203324303395226
60,0.2778823389281688,1.3062003186074171,1.904763613299094
61,0.2869477827865878,1.3014166979412602,1.8893314551101192
62,0.29601322664500673,1.2967131928383855,1.8740347987141601
63,0.3050786705034257,1.2920884479774817,1.8588724879434975
64,0.31414411436184464,1.2875411308528086,1.8438433680446362
65,0.3232095582202636,1.283069931394344,1.8289462861688028
66,0.33227500207868255,1.2786735615943916,1.8141800918369229
67,0.3413404459371015,1.2743507551402395,1.7995436373816622
68,0.35040588979552045,1.2701002670531136,1.7850357783652302
69,0.3594713336539394,1.2659208733335323,1.7706553739723174
70,0.36853677751235836,1.2618113706128171,1.7564012873797012
71,0.3776022213707773,1.257770575810457,1.74227238610463
72,0.38666766522919627,1.2537973257971777,1.7282675423332352
73,0.3957331090876152,1.2498904770636812,1.7143856332294596
74,0.4047985529460342,1.2460489053949808,1.7006255412250881
75,0.4138639968044531,1.2422715055501745,1.6869861542917919
76,0.4229294406628721,1.238557190947529,1.6734663661961793
77,0.43199488452129103,1.2349048933547582,1.6600650767386853
78,0.44106032837971,1.2313135625844294,1.6467811919769593
79,0.45012577223812894,1.227782166194391,1.6336136244343866
80,0.4591912160965479,1.2243096891931182,1.6205612932944429
81,0.46825665995496685,1.220895133749895,1.607623124581538
82,0.48238348715255214,1.2156873201423162,1.5876864112601454
83,0.4965103143501374,1.2106141508918558,1.5680203325678592
84,0.5106371415477228,1.205672089228784,1.5486209293755022
85,0.5247639687453081,1.200857691263805,1.5294842872269265
86,0.5388907959428934,1.196167603597459,1.510606537300517
87,0.5530176231404786,1.1915985609845763,1.491983857276352
88,0.5671444503380639,1.1871473840492952,1.4736124720837407
89,0.5812712775356492,1.1828109770598563,1.4554886545185717
90,0.5953981047332345,1.178586325766836,1.4376087257486738
91,0.6095249319308198,1.1744704952932246,1.419969055712683
92,0.6236517591284051,1.1704606280748568,1.4025660634309514
93,0.6377785863259904,1.1665539418539206,1.3853962172385244
94,0.6519054135235757,1.1627477277228349,1.368456034934663
95,0.666032240721161,1.1590393482171542,1.3517420838543497
96,0.6801590679187463,1.1554262354564286,1.3352509808719644
97,0.6942858951163315,1.1519058893319478,1.3189793923445468
98,0.7084127223139168,1.1484758757402034,1.3029240339982358
99,0.7225395495115021,1.1451338248608984,1.2870816707608337
100,0.7366663767090874,1.1418774294783802,1.271449116544775
101,0.7507932039066727,1.1387044433454705,1.2560232339853719
102,0.764920031104258,1.1356126795886972,1.2408009341385515
103,0.7790468583018433,1.1326000091539565,1.2257791761414365
104,0.7931736854994286,1.1296643592916158,1.2109549668387878
105,0.8073005126970139,1.1268037120800736,1.1963253603784245
106,0.8214273398945992,1.1240161029868747,1.1818874577786707
107,0.8355541670921844,1.1212996194664633,1.1676384064706378
108,0.8496809942897697,1.1186523995937112,1.15357539981786
109,0.863807821487355,1.1160726307323412,1.139695676615624
110,0.8779346486849403,1.1135585482374104,1.1259965205722042
111,0.8920614758825256,1.1111084341910182,1.1124752597741219
